rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
1,FC Bayern München,,,1,Bundesliga,Bundesliga,bl1/2026,1,1,1,0,0,5,1,4,3,3.0,0,OpenLigaDB
2,SC Freiburg,,,1,Bundesliga,Bundesliga,bl1/2026,2,1,1,0,0,4,1,3,3,3.0,,OpenLigaDB
3,FC Augsburg,,,1,Bundesliga,Bundesliga,bl1/2026,3,1,1,0,0,3,0,3,3,3.0,,OpenLigaDB
4,RB Leipzig,,,1,Bundesliga,Bundesliga,bl1/2026,4,1,1,0,0,3,0,3,3,3.0,-2,OpenLigaDB
5,Borussia Dortmund,,,1,Bundesliga,Bundesliga,bl1/2026,5,1,1,0,0,2,0,2,3,3.0,,OpenLigaDB
6,SV 07 Elversberg,,,1,Bundesliga,Bundesliga,bl1/2026,6,1,1,0,0,3,2,1,3,3.0,-2,OpenLigaDB
7,VfB Stuttgart,,,1,Bundesliga,Bundesliga,bl1/2026,7,2,1,0,1,5,6,-1,3,1.5,11,OpenLigaDB
8,1. FC Köln,,,1,Bundesliga,Bundesliga,bl1/2026,8,2,1,0,1,4,6,-2,3,1.5,-5,OpenLigaDB
9,1. FC Union Berlin,,,1,Bundesliga,Bundesliga,bl1/2026,9,1,0,1,0,3,3,0,1,1.0,-4,OpenLigaDB
10,Eintracht Frankfurt,,,1,Bundesliga,Bundesliga,bl1/2026,10,1,0,1,0,3,3,0,1,1.0,-4,OpenLigaDB
11,1. FSV Mainz 05,,,1,Bundesliga,Bundesliga,bl1/2026,11,1,0,1,0,0,0,0,1,1.0,-4,OpenLigaDB
12,SC Paderborn 07,,,1,Bundesliga,Bundesliga,bl1/2026,12,1,0,1,0,0,0,0,1,1.0,-4,OpenLigaDB
13,Bayer 04 Leverkusen,,,1,Bundesliga,Bundesliga,bl1/2026,13,1,0,0,1,2,3,-1,0,0.0,2,OpenLigaDB
14,TSG Hoffenheim,,,1,Bundesliga,Bundesliga,bl1/2026,14,1,0,0,1,2,3,-1,0,0.0,2,OpenLigaDB
15,Hamburger SV,,,1,Bundesliga,Bundesliga,bl1/2026,15,1,0,0,1,0,2,-2,0,0.0,,OpenLigaDB
16,SV Werder Bremen,,,1,Bundesliga,Bundesliga,bl1/2026,16,1,0,0,1,1,4,-3,0,0.0,,OpenLigaDB
17,Borussia Mönchengladbach,,,1,Bundesliga,Bundesliga,bl1/2026,17,1,0,0,1,0,3,-3,0,0.0,0,OpenLigaDB
18,FC Schalke 04,,,1,Bundesliga,Bundesliga,bl1/2026,18,1,0,0,1,0,3,-3,0,0.0,,OpenLigaDB
19,1. FC Nürnberg,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,1,3,3,0,0,11,3,8,9,3.0,0,OpenLigaDB
20,Hertha BSC,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,2,3,3,0,0,10,4,6,9,3.0,0,OpenLigaDB
21,VfL Wolfsburg,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,3,3,2,1,0,6,2,4,7,2.33,0,OpenLigaDB
22,1. FC Heidenheim 1846,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,4,3,2,0,1,10,10,0,6,2.0,0,OpenLigaDB
23,1. FC Magdeburg,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,5,3,2,0,1,6,6,0,6,2.0,1,OpenLigaDB
24,1. FC Kaiserslautern,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,6,3,1,2,0,2,1,1,5,1.67,6,OpenLigaDB
25,SpVgg Greuther Fürth,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,9,3,1,1,1,7,8,-1,4,1.33,0,OpenLigaDB
26,Karlsruher SC,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,7,4,1,2,1,6,8,-2,5,1.25,0,OpenLigaDB
27,Eintracht Braunschweig,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,11,3,1,0,2,9,7,2,3,1.0,0,OpenLigaDB
28,DSC Arminia Bielefeld,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,8,4,1,1,2,7,8,-1,4,1.0,-5,OpenLigaDB
29,VfL Bochum,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,13,3,1,0,2,1,2,-1,3,1.0,2,OpenLigaDB
30,Hannover 96,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,10,4,1,1,2,4,6,-2,4,1.0,6,OpenLigaDB
31,Energie Cottbus,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,14,3,1,0,2,6,8,-2,3,1.0,1,OpenLigaDB
32,VfL Osnabrück,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,15,3,1,0,2,4,7,-3,3,1.0,1,OpenLigaDB
33,Dynamo Dresden,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,16,3,1,0,2,4,8,-4,3,1.0,1,OpenLigaDB
34,FC St. Pauli,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,12,4,0,3,1,6,7,-1,3,0.75,-5,OpenLigaDB
35,Holstein Kiel,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,17,3,0,2,1,4,6,-2,2,0.67,-7,OpenLigaDB
36,SV Darmstadt 98,,,2,2. Bundesliga,2. Bundesliga,bl2/2026,18,3,0,1,2,2,4,-2,1,0.33,-1,OpenLigaDB
37,MSV Duisburg,,,3,3. Liga,3. Liga,bl3/2026,1,3,3,0,0,10,2,8,9,3.0,0,OpenLigaDB
38,Hansa Rostock,,,3,3. Liga,3. Liga,bl3/2026,2,3,2,1,0,10,7,3,7,2.33,3,OpenLigaDB
39,TSG 1899 Hoffenheim II,,,3,3. Liga,3. Liga,bl3/2026,4,3,2,0,1,9,4,5,6,2.0,6,OpenLigaDB
40,Viktoria Köln,,,3,3. Liga,3. Liga,bl3/2026,5,3,2,0,1,9,7,2,6,2.0,6,OpenLigaDB
41,1. FC Saarbrücken,,,3,3. Liga,3. Liga,bl3/2026,6,3,2,0,1,8,6,2,6,2.0,-3,OpenLigaDB
42,SV Meppen,,,3,3. Liga,3. Liga,bl3/2026,7,3,2,0,1,5,3,2,6,2.0,-2,OpenLigaDB
43,Alemannia Aachen,,,3,3. Liga,3. Liga,bl3/2026,3,4,2,1,1,8,5,3,7,1.75,5,OpenLigaDB
44,Würzburger Kickers,,,3,3. Liga,3. Liga,bl3/2026,9,3,1,1,1,6,5,1,4,1.33,3,OpenLigaDB
45,SV Waldhof Mannheim,,,3,3. Liga,3. Liga,bl3/2026,10,3,1,1,1,7,7,0,4,1.33,-3,OpenLigaDB
46,Fortuna Köln,,,3,3. Liga,3. Liga,bl3/2026,11,3,1,1,1,3,3,0,4,1.33,3,OpenLigaDB
47,Preußen Münster,,,3,3. Liga,3. Liga,bl3/2026,12,3,1,1,1,5,6,-1,4,1.33,-8,OpenLigaDB
48,Rot-Weiss Essen,,,3,3. Liga,3. Liga,bl3/2026,13,3,1,1,1,3,5,-2,4,1.33,2,OpenLigaDB
49,FC Ingolstadt 04,,,3,3. Liga,3. Liga,bl3/2026,8,4,1,2,1,5,6,-1,5,1.25,-6,OpenLigaDB
50,TSV Havelse,,,3,3. Liga,3. Liga,bl3/2026,14,3,1,0,2,5,6,-1,3,1.0,5,OpenLigaDB
51,Jahn Regensburg,,,3,3. Liga,3. Liga,bl3/2026,15,3,1,0,2,6,8,-2,3,1.0,-7,OpenLigaDB
52,VfB Stuttgart II,,,3,3. Liga,3. Liga,bl3/2026,16,3,1,0,2,4,6,-2,3,1.0,-1,OpenLigaDB
53,Fortuna Düsseldorf,,,3,3. Liga,3. Liga,bl3/2026,17,3,1,0,2,2,4,-2,3,1.0,-1,OpenLigaDB
54,SG Sonnenhof Großaspach,,,3,3. Liga,3. Liga,bl3/2026,18,3,1,0,2,1,4,-3,3,1.0,-1,OpenLigaDB
55,SV Wehen Wiesbaden,,,3,3. Liga,3. Liga,bl3/2026,19,3,0,1,2,1,7,-6,1,0.33,-1,OpenLigaDB
56,SC Verl,,,3,3. Liga,3. Liga,bl3/2026,20,3,0,0,3,4,10,-6,0,0.0,0,OpenLigaDB
57,Kickers Offenbach,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,1,4,4,0,0,11,2,9,12,3.0,,fussball.de
58,VfB Oldenburg,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,1,6,5,1,0,21,7,14,16,2.67,0,OpenLigaDB
59,FC Gütersloh,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,1,6,5,1,0,16,3,13,16,2.67,,fussball.de
60,SC Weiche Flensburg 08,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,2,6,5,1,0,18,6,12,16,2.67,-3,OpenLigaDB
61,SV Stuttgarter Kickers,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,3,4,3,1,0,10,6,4,10,2.5,,fussball.de
62,Rot-Weiß Erfurt,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,1,7,5,2,0,23,5,18,17,2.43,-2,OpenLigaDB
63,Chemnitzer FC,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,2,7,5,2,0,16,3,13,17,2.43,-2,OpenLigaDB
64,TSV Buchbach,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,1,6,4,2,0,14,5,9,14,2.33,,fussball.de
65,FSV Schöningen,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,4,6,4,2,0,12,6,6,14,2.33,-6,OpenLigaDB
66,SV Eintracht-Trier,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,4,4,3,0,1,5,2,3,9,2.25,,fussball.de
67,SGV Heilbronn-Freiberg,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,2,5,3,2,0,14,5,9,11,2.2,,fussball.de
68,Borussia Dortmund U23,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,4,5,3,2,0,10,4,6,11,2.2,,fussball.de
69,Borussia Mönchengladbach U23,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,2,6,4,1,1,15,6,9,13,2.17,,fussball.de
70,SC Rot-Weiß Oberhausen,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,3,6,4,1,1,13,5,8,13,2.17,,fussball.de
71,FC Memmingen,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,2,6,4,1,1,10,6,4,13,2.17,,fussball.de
72,Hannover 96 II,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,3,7,4,2,1,13,7,6,14,2.0,-10,OpenLigaDB
73,Erzgebirge Aue,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,3,7,4,2,1,13,10,3,14,2.0,-8,OpenLigaDB
74,1. FC Magdeburg II,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,4,7,4,1,2,17,12,5,13,1.86,-5,OpenLigaDB
75,FC Carl Zeiss Jena,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,5,7,4,1,2,10,5,5,13,1.86,-7,OpenLigaDB
76,DJK Vilzing,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,3,7,4,1,2,13,11,2,13,1.86,,fussball.de
77,FSV Zwickau,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,6,7,4,1,2,8,9,-1,13,1.86,-6,OpenLigaDB
78,1. FC Phönix Lübeck,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,6,6,3,2,1,12,4,8,11,1.83,-11,OpenLigaDB
79,FC Augsburg 2,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,6,6,3,2,1,13,12,1,11,1.83,,fussball.de
80,1. FC Schweinfurt 1905,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,7,6,3,2,1,12,11,1,11,1.83,,fussball.de
81,SpVgg Drochtersen/Assel,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,5,7,4,0,3,18,11,7,12,1.71,-4,OpenLigaDB
82,Greifswalder FC,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,7,7,3,3,1,15,10,5,12,1.71,-18,OpenLigaDB
83,VSG Altglienicke Berlin,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,8,7,3,3,1,14,10,4,12,1.71,-20,OpenLigaDB
84,SC Eltersdorf,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,4,7,3,3,1,11,7,4,12,1.71,,fussball.de
85,Hallescher FC,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,9,7,3,3,1,9,5,4,12,1.71,-12,OpenLigaDB
86,TSV 1860 München,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,9,6,2,4,0,13,9,4,10,1.67,,fussball.de
87,SV Todesfelde,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,7,6,3,1,2,14,13,1,10,1.67,-13,OpenLigaDB
88,SV Westfalia Rhynern,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,8,5,2,2,1,9,10,-1,8,1.6,,fussball.de
89,SpVgg Unterhaching,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,12,5,2,2,1,3,4,-1,8,1.6,,fussball.de
90,FV Illertissen,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,5,7,3,2,2,12,9,3,11,1.57,,fussball.de
91,1. FC Köln U23,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,5,7,3,2,2,12,10,2,11,1.57,,fussball.de
92,BFC Dynamo,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,10,7,3,2,2,10,8,2,11,1.57,-17,OpenLigaDB
93,SC Freiburg II,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,5,4,1,3,0,8,4,4,6,1.5,,fussball.de
94,1. FC Bocholt,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,6,6,2,3,1,15,13,2,9,1.5,,fussball.de
95,TSV Steinbach Haiger,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,6,4,1,3,0,5,4,1,6,1.5,,fussball.de
96,FC Schalke 04 U23,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,7,6,3,0,3,14,14,0,9,1.5,,fussball.de
97,FC 08 Homburg,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,7,4,2,0,2,5,6,-1,6,1.5,,fussball.de
98,SV Wacker Burghausen,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,8,7,3,1,3,18,14,4,10,1.43,,fussball.de
99,1. FC Lok Leipzig,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,11,7,3,1,3,13,13,0,10,1.43,-29,OpenLigaDB
100,TSV Aubstadt,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,10,6,2,2,2,12,10,2,8,1.33,,fussball.de
101,Eintracht Norderstedt,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,9,6,2,2,2,13,13,0,8,1.33,-22,OpenLigaDB
102,HSC Hannover,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,10,6,2,2,2,9,10,-1,8,1.33,-30,OpenLigaDB
103,Atlas Delmenhorst,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,11,6,2,2,2,8,9,-1,8,1.33,-27,OpenLigaDB
104,TSV Schwaben Augsburg,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,11,6,2,2,2,7,8,-1,8,1.33,,fussball.de
105,Eimsbütteler TV,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,8,7,3,0,4,14,24,-10,9,1.29,-39,OpenLigaDB
106,FSV Frankfurt,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,8,4,1,2,1,8,6,2,5,1.25,,fussball.de
107,SG Barockstadt Fulda-Lehnerz,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,9,4,1,2,1,8,8,0,5,1.25,,fussball.de
108,VfR Aalen,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,10,4,1,2,1,5,6,-1,5,1.25,,fussball.de
109,FC Bayern München 2,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,14,6,2,1,3,7,6,1,7,1.17,,fussball.de
110,SG Wattenscheid 09,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,10,6,2,1,3,8,10,-2,7,1.17,,fussball.de
111,SV Bergisch Gladbach,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,11,6,2,1,3,8,12,-4,7,1.17,,fussball.de
112,VfB Eichstätt,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,13,7,2,2,3,7,12,-5,8,1.14,,fussball.de
113,Bonner SC,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,9,7,1,4,2,12,13,-1,7,1.0,,fussball.de
114,SpVgg Bayreuth,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,15,7,2,1,4,12,13,-1,7,1.0,,fussball.de
115,Sportfreunde Siegen,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,12,6,1,3,2,7,9,-2,6,1.0,,fussball.de
116,SC Paderborn 07 U23,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,13,6,1,3,2,10,13,-3,6,1.0,,fussball.de
117,Kickers Emden,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,12,6,1,3,2,15,19,-4,6,1.0,-37,OpenLigaDB
118,SV Sandhausen,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,12,4,1,1,2,7,10,-3,4,1.0,,fussball.de
119,VfB 03 Hilden,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,14,6,1,3,2,4,10,-6,6,1.0,,fussball.de
120,RSV Eintracht 1949,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,12,7,1,3,3,11,15,-4,6,0.86,-42,OpenLigaDB
121,SV Rödinghausen,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,15,6,1,2,3,7,10,-3,5,0.83,,fussball.de
122,VfL Bochum 1848 U23,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,16,6,1,2,3,7,12,-5,5,0.83,,fussball.de
123,Bremer SV,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,13,6,1,2,3,4,9,-5,5,0.83,-39,OpenLigaDB
124,Eintracht Frankfurt II,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,11,5,1,1,3,7,9,-2,4,0.8,,fussball.de
125,1. FC Nürnberg 2,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,16,5,1,1,3,6,9,-3,4,0.8,,fussball.de
126,VfR Mannheim,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,13,4,0,3,1,3,4,-1,3,0.75,,fussball.de
127,KSV Hessen Kassel,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,14,4,1,0,3,5,8,-3,3,0.75,,fussball.de
128,1. FSV Mainz 05 II,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,16,4,1,0,3,5,9,-4,3,0.75,,fussball.de
129,SV Babelsberg 03,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,13,7,1,2,4,9,12,-3,5,0.71,-48,OpenLigaDB
130,Hertha BSC II,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,14,7,1,2,4,5,15,-10,5,0.71,-45,OpenLigaDB
131,Werder Bremen II,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,14,6,1,1,4,6,11,-5,4,0.67,-45,OpenLigaDB
132,Hamburger SV II,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,16,6,1,1,4,8,14,-6,4,0.67,-50,OpenLigaDB
133,SSV Jeddeloh II,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,17,6,1,1,4,6,13,-7,4,0.67,-50,OpenLigaDB
134,SSV Ulm 1846 Fussball,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,15,5,0,3,2,8,12,-4,3,0.6,,fussball.de
135,FC-Astoria Walldorf,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,17,5,0,3,2,5,9,-4,3,0.6,,fussball.de
136,FC St. Pauli II,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,15,7,1,1,5,12,18,-6,4,0.57,-49,OpenLigaDB
137,Tasmania Berlin,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,15,7,1,1,5,8,22,-14,4,0.57,-49,OpenLigaDB
138,TSV 1882 Landsberg,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,17,6,0,3,3,5,9,-4,3,0.5,,fussball.de
139,VfL Sportfreunde Lotte,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,17,6,0,3,3,4,8,-4,3,0.5,,fussball.de
140,SpVgg Greuther Fürth 2,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,18,6,1,0,5,6,12,-6,3,0.5,,fussball.de
141,1. FC Kaiserslautern II,,Deutschland,4,Regionalliga,Regionalliga Südwest,031D0NRQ3O000004VS5489BUVUR5FS5A-G,18,4,0,2,2,3,12,-9,2,0.5,,fussball.de
142,BFC Preussen,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,16,7,0,3,4,5,12,-7,3,0.43,-52,OpenLigaDB
143,FSV 63 Luckenwalde,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,17,7,1,0,6,5,18,-13,3,0.43,-54,OpenLigaDB
144,SC Wiedenbrück,,Deutschland,4,Regionalliga,Regionalliga West,031253DN8G000005VS5489BTVT51B5B5-G,18,6,0,2,4,7,16,-9,2,0.33,,fussball.de
145,VfB Lübeck,,,4,Regionalliga Nord,Regionalliga Nord,rln/2026,18,6,0,2,4,5,14,-9,2,0.33,-54,OpenLigaDB
146,BSG Chemie Leipzig,,,4,Regionalliga Nordost,Regionalliga Nordost,rlno/2026,18,7,0,2,5,2,9,-7,2,0.29,-54,OpenLigaDB
147,SpVgg Ansbach,Bayern,Bayern,4,Regionalliga Bayern,Regionalliga Bayern,0307PKMJ7S000009VS5489BUVT69HBT7-G,19,6,0,0,6,3,17,-14,0,0.0,,fussball.de
148,VfL 08 Vichttal,Mittelrhein,Mittelrhein,5,Verbandsliga,Mittelrheinliga,031CNVCRES00000FVS5489BUVUR5FS5A-G,1,1,1,0,0,6,2,4,3,3.0,,fussball.de
149,Frechen 20,Mittelrhein,Mittelrhein,5,Verbandsliga,Mittelrheinliga,031CNVCRES00000FVS5489BUVUR5FS5A-G,2,1,1,0,0,4,0,4,3,3.0,,fussball.de
150,SV Hemelingen,Bremen,Bremen,5,Verbandsliga,Bremen-Liga,031DQ5CNJG00000QVS5489BTVUS470OH-G,3,3,3,0,0,12,1,11,9,3.0,,fussball.de
151,Blumenthaler SV,Bremen,Bremen,5,Verbandsliga,Bremen-Liga,031DQ5CNJG00000QVS5489BTVUS470OH-G,1,4,4,0,0,18,4,14,12,3.0,,fussball.de
152,VfB Germania Halberstadt,,Deutschland,5,Oberliga,NOFV-Oberliga Süd,0316DLRBR8000009VS5489BUVSBBVPEU-G,1,3,3,0,0,12,2,10,9,3.0,,fussball.de
153,OSC Bremerhaven,Bremen,Bremen,5,Verbandsliga,Bremen-Liga,031DQ5CNJG00000QVS5489BTVUS470OH-G,2,4,4,0,0,16,3,13,12,3.0,,fussball.de
154,SSV Bornheim,Mittelrhein,Mittelrhein,5,Verbandsliga,Mittelrheinliga,031CNVCRES00000FVS5489BUVUR5FS5A-G,3,1,1,0,0,4,1,3,3,3.0,,fussball.de
155,TSG Backnang,Württemberg,Württemberg,5,Oberliga,Oberliga Baden-Württemberg,030J1UFK04000006VS5489BTVTDO5LMG-G,1,4,4,0,0,15,4,11,12,3.0,,fussball.de
156,Fortuna Düsseldorf U23,Niederrhein,Niederrhein,5,Oberliga Niederrhein,Oberliga Niederrhein,0311F9LVPS00000FVS5489BUVVARDA0V-G,5,2,2,0,0,5,0,5,6,3.0,,fussball.de
157,Siegburger SV,Mittelrhein,Mittelrhein,5,Verbandsliga,Mittelrheinliga,031CNVCRES00000FVS5489BUVUR5FS5A-G,4,1,1,0,0,2,0,2,3,3.0,,fussball.de
158,SV Oberachern,Württemberg,Württemberg,5,Oberliga,Oberliga Baden-Württemberg,030J1UFK04000006VS5489BTVTDO5LMG-G,2,4,4,0,0,11,4,7,12,3.0,,fussball.de
159,SSV Reutlingen 1905 Fußball,Württemberg,Württemberg,5,Oberliga,Oberliga Baden-Württemberg,030J1UFK04000006VS5489BTVTDO5LMG-G,3,4,4,0,0,10,3,7,12,3.0,,fussball.de
160,ZFC Meuselwitz,,Deutschland,5,Oberliga,NOFV-Oberliga Süd,0316DLRBR8000009VS5489BUVSBBVPEU-G,2,3,3,0,0,6,2,4,9,3.0,,fussball.de
161,S.C. Fortuna Köln II,Mittelrhein,Mittelrhein,5,Verbandsliga,Mittelrheinliga,031CNVCRES00000FVS5489BUVUR5FS5A-G,5,1,1,0,0,3,2,1,3,3.0,,fussball.de
162,VfR Neumünster,Schleswig-Holstein,Schleswig-Holstein,5,Oberliga Schleswig-Holstein,Flens-Oberliga · Schleswig-Holstein,031AVH9TIC000004VS5489BTVSK8S3O6-G,1,6,5,1,0,18,5,13,16,2.67,,fussball.de
