staffel_id,verband,gebiet,ligastufe,spielklasse,staffel,mannschaften,spiele_gesamt,tore_gesamt,punkte_gesamt,tabellenfuehrer,tabellenfuehrer_punkte,quelle
0318K3PNJ0000000VS5489BUVV628VP4-G,Hessen,Kreis Schwalm-Eder,9,Kreisliga A,KLA Schwalm-Eder Gr.1,14,28,118,82,FSG Efze,13,fussball.de
0318K3PNPK000008VS5489BUVV628VP4-G,Hessen,Kreis Schwalm-Eder,9,Kreisliga A,KLA Schwalm-Eder Gr.2,14,29,128,81,SG Immichenhain/Ottrau,11,fussball.de
031AHQKL20000008VS5489BTVSK8S3O6-G,Hessen,Kreis Waldeck,9,Kreisliga A,KLA Waldeck,15,45,210,127,SG Volkmarsen/Ehringen,21,fussball.de
0319HS7IQO000009VS5489BUVV628VP4-G,Hessen,Kreis Werra/Meißner,9,Kreisliga A,KLA Werra-Meißner · Kreis Werra/Meißner,14,34,159,91,Spvgg. 07 Eschwege,12,fussball.de
0318U9VHS4000008VS5489BUVV628VP4-G,Hessen,Kreis Wetzlar,9,Kreisliga A,KLA Wetzlar,16,41,155,114,SG Ehringshausen/Dillheim,13,fussball.de
0318MB044G00000BVS5489BTVSK8S3O6-G,Hessen,Kreis Wiesbaden,9,Kreisliga A,KLA Wiesbaden,16,35,200,98,FSV Hellas Schierstein,12,fussball.de
031HUQKM88000006VS5489BUVVKNMR0J-G,Mecklenburg-Vorpommern,Kreis Mecklenburg. Seenplatte,9,Kreisoberliga,KOL MSP Staffel I · Kreis Mecklenburg. Seenplatte,11,5,33,15,FC Motor Neubrandenburg Süd,3,fussball.de
031HUQKMEC000006VS5489BUVVKNMR0J-G,Mecklenburg-Vorpommern,Kreis Mecklenburg. Seenplatte,9,Kreisoberliga,KOL MSP Staffel II · Kreis Mecklenburg. Seenplatte,11,5,28,13,MSV Priepert,3,fussball.de
031GDK44AK000004VS5489BUVSJ4CRAP-G,Mecklenburg-Vorpommern,Kreis Nordvorpommern-Rügen,9,Kreisoberliga,Kreisoberliga Herren · Kreis Nordvorpommern-Rügen,12,6,35,18,BSG ScanHaus Marlow,3,fussball.de
031BQ4QIB000000AVS5489BUVUR5FS5A-G,Mecklenburg-Vorpommern,Kreis Schwerin-Nordwestmeckl.,9,Kreisoberliga,Frank Teuber-Wienke Versicherungen Kreisoberliga SN - NWM · Kreis Schwerin-Nordwestmeckl.,14,13,64,38,Neumühler SV,6,fussball.de
031B5F0REC000003VS5489BUVV628VP4-G,Mecklenburg-Vorpommern,Kreis Vorpommern-Greifswald,9,Kreisoberliga,Kreisoberliga · Kreis Vorpommern-Greifswald,14,9,52,27,SV Eintracht Zinnowitz,6,fussball.de
031AHIDMOO000007VS5489BUVV628VP4-G,Mecklenburg-Vorpommern,Kreis Warnow,9,Kreisoberliga,Herren KOL St. I Warnow,14,1,4,3,Doberaner FC II,3,fussball.de
031AHIDMVS000007VS5489BUVV628VP4-G,Mecklenburg-Vorpommern,Kreis Warnow,9,Kreisoberliga,Herren KOL St. II Warnow,14,0,0,0,ESV Lok Rostock,0,fussball.de
030V7HTBNG00000BVS5489BUVVARDA0V-G,Mecklenburg-Vorpommern,Kreis Westmecklenburg,9,Kreisoberliga,KOL WM · Kreis Westmecklenburg,12,5,29,13,Lübtheener SV Concordia,3,fussball.de
031FNFD8BG000005VS5489BTVVG7L386-G,Mittelrhein,Kreis Aachen,9,Kreisliga B,Kreisliga B Staffel 1 · Kreis Aachen,17,21,121,59,SV Kohlscheid,9,fussball.de
031FNFD8HK000000VS5489BTVVG7L386-G,Mittelrhein,Kreis Aachen,9,Kreisliga B,Kreisliga B Staffel 2 · Kreis Aachen,16,8,41,23,Eintracht Kornelimünster,3,fussball.de
0313OUNKG400000BVS5489BTVU7GTVLE-G,Mittelrhein,Kreis Berg,9,Kreisliga B,Kreisliga B 2 · Kreis Berg,16,8,44,22,SSV Jan Wellem 05 II,3,fussball.de
0313OUNKMO00000AVS5489BTVU7GTVLE-G,Mittelrhein,Kreis Berg,9,Kreisliga B,Kreisliga B 3 · Kreis Berg,16,8,39,22,BV Drabenderhöhe,6,fussball.de
031BOPBT1C000004VS5489BTVUS470OH-G,Mittelrhein,Kreis Bonn,9,Kreisliga B,Kreisliga B Gruppe 1 · Kreis Bonn,16,7,27,20,FV Preußen Bonn,3,fussball.de
031BOPGR0S000004VS5489BTVUS470OH-G,Mittelrhein,Kreis Bonn,9,Kreisliga B,"Kreisliga B, Gruppe 2 · Kreis Bonn",16,7,44,20,NK Croatia Bonn e.V.,3,fussball.de
031GUOQ5LG000004VS5489BUVSJ4CRAP-G,Mittelrhein,Kreis Düren,9,Kreisliga B,Kreisliga B Staffel 1 · Kreis Düren,14,12,68,35,FC 06 Rurdorf,9,fussball.de
031GUPK6AO000004VS5489BUVSJ4CRAP-G,Mittelrhein,Kreis Düren,9,Kreisliga B,Kreisliga B Staffel 2 · Kreis Düren,14,11,63,27,CSV Düren,4,fussball.de
031GUQ0VFC000004VS5489BUVSJ4CRAP-G,Mittelrhein,Kreis Düren,9,Kreisliga B,Kreisliga B Staffel 3 · Kreis Düren,14,10,55,29,SC Alemannia Lendersdorf II,6,fussball.de
031IIOQ1O0000002VS5489BUVVKNMR0J-G,Mittelrhein,Kreis Euskirchen,9,Kreisliga B,Kreisliga B 1 · Kreis Euskirchen,13,5,42,13,SC Roitzheim,3,fussball.de
031IIOQ1TG000006VS5489BUVVKNMR0J-G,Mittelrhein,Kreis Euskirchen,9,Kreisliga B,Kreisliga B 2 · Kreis Euskirchen,13,6,24,18,SG Hellenthal,3,fussball.de
031F02PQ5C00000MVS5489BTVUS470OH-G,Mittelrhein,Kreis Heinsberg,9,Kreisliga B,"Kreisliga B, Staffel 1 · Kreis Heinsberg",16,16,67,38,Sportfreunde Uevekoven II,6,fussball.de
031F02PQGO00000KVS5489BTVUS470OH-G,Mittelrhein,Kreis Heinsberg,9,Kreisliga B,"Kreisliga B, Staffel 2 · Kreis Heinsberg",16,16,88,46,FC Germania Teveren II,6,fussball.de
030TOCGPA4000004VS5489BUVSOV43J9-G,Mittelrhein,Kreis Köln,9,Kreisliga B,Kreisliga B Staffel 1 · Kreis Köln,16,8,48,23,Rondorf I,3,fussball.de
030TOCJCU4000004VS5489BUVSOV43J9-G,Mittelrhein,Kreis Köln,9,Kreisliga B,Kreisliga B Staffel 2 · Kreis Köln,16,8,52,20,Alkenrath I,3,fussball.de
031KSGBO0400000FVS5489BUVVKNMR0J-G,Mittelrhein,Kreis Rhein-Erft,9,Kreisliga B,Kreisliga B Staffel 2 · Kreis Rhein-Erft,16,8,59,23,FC Rheinsüd Köln III,6,fussball.de
031KSGBO8C00000AVS5489BUVVKNMR0J-G,Mittelrhein,Kreis Rhein-Erft,9,Kreisliga B,Kreisliga B Staffel 3 · Kreis Rhein-Erft,16,8,40,22,SV Weiden II,3,fussball.de
031FBCFCUK000007VS5489BTVUS470OH-G,Mittelrhein,Kreis Sieg,9,Kreisliga B,Kreisliga B Staffel 2 · Kreis Sieg,16,7,24,21,FC Hertha Rheidt II,3,fussball.de
031FBCG2LS000006VS5489BTVUS470OH-G,Mittelrhein,Kreis Sieg,9,Kreisliga B,Kreisliga B Staffel 3 · Kreis Sieg,16,8,33,24,TuS Eudenbach,3,fussball.de
031GBDPJ58000002VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Duisburg-Mülheim-Dinslak,9,Kreisliga B,"Kreisliga B, Gruppe 1 · Kreis Duisburg-Mülheim-Dinslak",18,21,126,62,TSV Heimaterde,9,fussball.de
031GBDPJEG000006VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Duisburg-Mülheim-Dinslak,9,Kreisliga B,"Kreisliga B, Gruppe 2 · Kreis Duisburg-Mülheim-Dinslak",17,19,117,56,SV Gelb Weiß Hamborn 1930 e. V.,9,fussball.de
031CH24LB8000004VS5489BTVUS470OH-G,Niederrhein,Kreis Düsseldorf,9,Kreisliga B,Kreisliga B 26/27  - Gruppe 1 Herren · Kreis Düsseldorf,18,28,169,65,SV Hösel III,12,fussball.de
031CH2A72G000004VS5489BTVUS470OH-G,Niederrhein,Kreis Düsseldorf,9,Kreisliga B,Kreisliga B 26/27- Gruppe 2 Herren · Kreis Düsseldorf,18,26,176,72,DJK TUSA 06 II,9,fussball.de
031FK2B4VG000004VS5489BTVUS470OH-G,Niederrhein,Kreis Essen,9,Kreisliga B,Kreisliga B Gruppe 1 · Kreis Essen,15,21,130,61,DJK SF Katernberg II.,9,fussball.de
031FK2E4M8000003VS5489BTVUS470OH-G,Niederrhein,Kreis Essen,9,Kreisliga B,Kreisliga B Gruppe 2 · Kreis Essen,15,20,122,58,TUSEM Essen II.,9,fussball.de
031FK2FDVK000004VS5489BTVUS470OH-G,Niederrhein,Kreis Essen,9,Kreisliga B,Kreisliga B Gruppe 3 · Kreis Essen,15,21,117,57,SV Burgaltendorf II.,9,fussball.de
031FTSB420000004VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Grevenbroich-Neuss,9,Kreisliga B,"Kreisliga B, Gr. 1 · Kreis Grevenbroich-Neuss",16,29,165,84,SG Kaarst,12,fussball.de
031FTUEQPK000004VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Grevenbroich-Neuss,9,Kreisliga B,"Kreisliga B, Gr. 2 · Kreis Grevenbroich-Neuss",16,25,134,72,SV Rheinwacht Stürzelberg 1928 e.V. 2,9,fussball.de
031HHHLLQ400000EVS5489BTVVG7L386-G,Niederrhein,Kreis Kempen-Krefeld,9,Kreisliga B,Kreisliga B 1 · Kreis Kempen-Krefeld,16,25,126,72,TVAS Viersen,9,fussball.de
031HHHLM3C000008VS5489BTVVG7L386-G,Niederrhein,Kreis Kempen-Krefeld,9,Kreisliga B,Kreisliga B 2 · Kreis Kempen-Krefeld,15,23,118,59,SV Vorst,9,fussball.de
031HHHLM9S00000DVS5489BTVVG7L386-G,Niederrhein,Kreis Kempen-Krefeld,9,Kreisliga B,Kreisliga B 3 · Kreis Kempen-Krefeld,16,21,126,57,SSV Strümp 2,9,fussball.de
031JAMD8KO00000AVS5489BUVVKNMR0J-G,Niederrhein,Kreis Kleve-Geldern,9,Kreisliga B,Kreisliga B Gruppe 1 · Kreis Kleve-Geldern,16,28,138,80,DJK Grün-Weiß Appeldorn,12,fussball.de
031JAMD8UG000009VS5489BUVVKNMR0J-G,Niederrhein,Kreis Kleve-Geldern,9,Kreisliga B,Kreisliga B Gruppe 2 · Kreis Kleve-Geldern,16,25,135,67,SV Arminia Kapellen-Hamb,7,fussball.de
031HBBJSK4000004VS5489BTVVG7L386-G,Niederrhein,Kreis Moers,9,Kreisliga B,"Kreisliga B, · Kreis Moers",18,9,53,26,TuS Borth,3,fussball.de
0311FB7FHC000000VS5489BUVVARDA0V-G,Niederrhein,Kreis Mönchengladbach-Viersen,9,Kreisliga B,Kreisliga B Gruppe 1 · Kreis Mönchengladbach-Viersen,16,25,132,73,Rot-Weiß Venn,9,fussball.de
0311FB7FR800000IVS5489BUVVARDA0V-G,Niederrhein,Kreis Mönchengladbach-Viersen,9,Kreisliga B,Kreisliga B Gruppe 2 · Kreis Mönchengladbach-Viersen,16,25,125,70,Rheydter SV 2,10,fussball.de
031G0065NO000003VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Oberhausen-Bottrop,9,Kreisliga B,Kreisliga B1 Breil · Kreis Oberhausen-Bottrop,18,21,141,61,FC Blau Weiß Italia Oberhausen e.V.,9,fussball.de
031G00EBSC000004VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Oberhausen-Bottrop,9,Kreisliga B,Kreisliga B2 Bliso · Kreis Oberhausen-Bottrop,18,24,138,69,VFR Polonia Ebel,7,fussball.de
031DT7C3I0000007VS5489BTVUS470OH-G,Niederrhein,Kreis Rees-Bocholt,9,Kreisliga B,"Kreisliga B, Gruppe 1 · Kreis Rees-Bocholt",16,2,6,5,TuB Bocholt II,3,fussball.de
031DT7C3LS000007VS5489BTVUS470OH-G,Niederrhein,Kreis Rees-Bocholt,9,Kreisliga B,"Kreisliga B, Gruppe 2 · Kreis Rees-Bocholt",16,0,0,-3,BSV Viktoria Wesel,0,fussball.de
031EM45OHO000004VS5489BUVUR5FS5A-G,Niederrhein,Kreis Remscheid-Solingen,9,Kreisliga B,Kreisliga B Gruppe 1 · Kreis Remscheid-Solingen,17,25,126,69,TSV Solingen 3,12,fussball.de
031EM48P90000003VS5489BUVUR5FS5A-G,Niederrhein,Kreis Remscheid-Solingen,9,Kreisliga B,Kreisliga B Gruppe 2 · Kreis Remscheid-Solingen,17,21,110,58,RSV Hückeswagen 1,6,fussball.de
031HKFJB38000009VS5489BTVVG7L386-G,Niederrhein,Kreis Wuppertal-Niederberg,9,Kreisliga B,Kreisliga B Gruppe 1 · Kreis Wuppertal-Niederberg,18,20,108,51,C.S.I.-Milano Wuppertal,7,fussball.de
031HKFJBCK00000AVS5489BTVVG7L386-G,Niederrhein,Kreis Wuppertal-Niederberg,9,Kreisliga B,Kreisliga B Gruppe 2 · Kreis Wuppertal-Niederberg,18,21,119,55,FC Langenberg,9,fussball.de
0319B57C6S000004VS5489BUVV628VP4-G,Niedersachsen,Kreis Bentheim,9,1.Kreisklasse,1.Kreisklasse Grafschaft Bentheim,15,41,192,116,VfL Weiße Elf Nordhorn II,15,fussball.de
0315VRSBAK000003VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Braunschweig,9,1.Kreisklasse,1. Kreisklasse Staffel 1 · Kreis Braunschweig,12,16,66,47,TVE Veltenhof,9,fussball.de
0315VRVHE8000004VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Braunschweig,9,1.Kreisklasse,1. Kreisklasse Staffel 2 · Kreis Braunschweig,12,12,81,34,SG BSV Ölper/SV EGE,7,fussball.de
03197780G0000003VS5489BUVV628VP4-G,Niedersachsen,Kreis Celle,9,1.Kreisklasse,1. Kreisklasse Celle,14,25,131,70,FG Wohlde,9,fussball.de
0316KBPVL8000003VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Cloppenburg,9,1.Kreisklasse,1.Kreisklasse  Cloppenburg,15,39,173,114,SV Bösel,13,fussball.de
03153J1140000009VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Cuxhaven,9,1.Kreisklasse,1.Kreisklasse Cuxhaven,14,28,118,79,SG WDB,12,fussball.de
031DPBV6K800000DVS5489BTVUS470OH-G,Niedersachsen,Kreis Diepholz,9,1.Kreisklasse,1.Kreisklasse DH · Kreis Diepholz,16,28,148,79,SV Weyhe II,12,fussball.de
03150M00FS000006VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Emsland,9,1.Kreisklasse,1. Kreisklasse Süd · Kreis Emsland,13,22,88,65,FC 47 Leschede II,12,fussball.de
03150M00MK000005VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Emsland,9,1.Kreisklasse,1.KK Emsland Mitte,14,27,131,77,SV Polle,13,fussball.de
03150M009O000006VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Emsland,9,1.Kreisklasse,1.KK Emsland Nord,14,25,131,73,SV DJK Werpeloh 1934 e.V.,12,fussball.de
031AP29TCK000004VS5489BTVSK8S3O6-G,Niedersachsen,Kreis Gifhorn,9,1.Kreisklasse,1. Kreisklasse 1 · Kreis Gifhorn,14,14,60,37,SV Osloss,6,fussball.de
031AP2IS1K000004VS5489BTVSK8S3O6-G,Niedersachsen,Kreis Gifhorn,9,1.Kreisklasse,1. Kreisklasse 2 · Kreis Gifhorn,13,12,54,34,SG Leiferde-Ettenbüttel,6,fussball.de
0316JK66A400000AVS5489BUVSBBVPEU-G,Niedersachsen,Kreis Göttingen-Osterode,9,1.Kreisklasse,1.Kreisklasse Nord (A) · Kreis Göttingen-Osterode,11,22,114,59,FC Merkur Hattorf,12,fussball.de
0316JK66HG000000VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Göttingen-Osterode,9,1.Kreisklasse,1.Kreisklasse Süd (B) · Kreis Göttingen-Osterode,11,18,82,52,Bonaforther SV,13,fussball.de
0312RKV76S000004VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Hameln-Pyrmont,9,1.Kreisklasse,1.Kreisklasse Hameln-Pyrmont,14,43,231,125,FC Bad Pyrmont Hagen II,18,fussball.de
031AFR9HCG00000CVS5489BUVV628VP4-G,Niedersachsen,Kreis Harburg,9,1.Kreisklasse,1.Kreisklasse Harburg,14,28,145,81,SG Salzhausen-G.,12,fussball.de
0318GKQNCO000007VS5489BUVV628VP4-G,Niedersachsen,Kreis Heide-Wendland,9,1.Kreisklasse,1.Kreisklasse Nord · Kreis Heide-Wendland,16,39,180,107,MTV Römstedt II,13,fussball.de
0318GKQNKK000008VS5489BUVV628VP4-G,Niedersachsen,Kreis Heide-Wendland,9,1.Kreisklasse,1.Kreisklasse Süd · Kreis Heide-Wendland,16,40,171,119,Spvgg Oetzen/St.,15,fussball.de
03196QO458000004VS5489BTVSK8S3O6-G,Niedersachsen,Kreis Heidekreis,9,1.Kreisklasse,1.Kreisklasse Heidekreis,13,21,96,60,SG Nordheide II,10,fussball.de
031AI8H0T0000004VS5489BUVV628VP4-G,Niedersachsen,Kreis Helmstedt,9,1.Kreisklasse,1.Kreisklasse Helmstedt,11,9,34,27,SG Helmstedt II,6,fussball.de
031BOTCJI0000004VS5489BUVUR5FS5A-G,Niedersachsen,Kreis Hildesheim-Holzminden,9,1.Kreisklasse,1. Kreisklasse Staffel A · Kreis Hildesheim-Holzminden,14,29,126,81,TSV Giesen II,11,fussball.de
0319L3L3T8000004VS5489BTVSK8S3O6-G,Niedersachsen,Kreis Hildesheim-Holzminden,9,1.Kreisklasse,1. Kreisklasse Staffel C · Kreis Hildesheim-Holzminden,14,28,107,78,VfL Dielmissen,12,fussball.de
031BPLALC8000004VS5489BUVUR5FS5A-G,Niedersachsen,Kreis Hildesheim-Holzminden,9,1.Kreisklasse,1.Kreisklasse  Staffel B · Kreis Hildesheim-Holzminden,14,27,154,74,TSV Adenstedt,10,fussball.de
031BF5HJBK000006VS5489BTVUS470OH-G,Niedersachsen,Kreis Jade-Weser-Hunte,9,1.Kreisklasse,1.Kreisklasse JWH Staffel Nord · Kreis Jade-Weser-Hunte,14,16,76,47,FSV Jever II,9,fussball.de
0317V2OQIC000006VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Jade-Weser-Hunte,9,1.Kreisklasse,1.Kreisklasse JWH Staffel Süd · Kreis Jade-Weser-Hunte,14,18,84,51,TV Metjendorf,9,fussball.de
031DPUT87O000006VS5489BTVUS470OH-G,Niedersachsen,Kreis Nienburg,9,1.Kreisklasse,1.Kreisklasse Nienburg,13,25,130,72,JG Oyle I,10,fussball.de
031C2TILKC00000OVS5489BUVUR5FS5A-G,Niedersachsen,Kreis Nordharz,9,1.Kreisklasse,1. Nordharzklasse Staffel 1,14,31,201,90,FC RW Rhüden,12,fussball.de
031C2TIM1C00000NVS5489BUVUR5FS5A-G,Niedersachsen,Kreis Nordharz,9,1.Kreisklasse,1. Nordharzklasse Staffel 2,14,29,143,82,FSV Fuhsetal,12,fussball.de
031DMJDIBK000009VS5489BTVUS470OH-G,Niedersachsen,Kreis Northeim-Einbeck,9,1.Kreisklasse,1. Kreisklasse Staffel 1 · Kreis Northeim-Einbeck,9,19,97,54,VfB Uslar,12,fussball.de
031DMJDITK000009VS5489BTVUS470OH-G,Niedersachsen,Kreis Northeim-Einbeck,9,1.Kreisklasse,1. Kreisklasse Staffel 2 · Kreis Northeim-Einbeck,9,20,108,57,SG Solling,12,fussball.de
0315ARM2GC000003VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Oldenburg-L./Delmenhorst,9,1.Kreisklasse,1.Kreisklasse OLL/DEL · Kreis Oldenburg-L./Delmenhorst,14,37,190,106,Delmenhorster BV,13,fussball.de
0316EA6UCK000008VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osnabrück,9,1.Kreisklasse,1. Kreisklasse Osnabrück Staffel A,15,33,157,94,SC Quakenbrück,15,fussball.de
0316EA6UL000000AVS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osnabrück,9,1.Kreisklasse,1. Kreisklasse Osnabrück Staffel B,16,41,154,119,VFB Schinkel,13,fussball.de
0316EA6UTC00000BVS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osnabrück,9,1.Kreisklasse,1. Kreisklasse Osnabrück Staffel C,15,35,142,102,Spvg Gaste-Hasbergen,18,fussball.de
0316EA6V44000008VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osnabrück,9,1.Kreisklasse,1. Kreisklasse Osnabrück Staffel D,15,30,141,87,VfR Voxtrup II,15,fussball.de
0317ILOAR8000004VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osterholz,9,1.Kreisklasse,1.Kreisklasse Osterholz,16,33,159,96,SV Pennigbüttel II,13,fussball.de
0315F1UNT8000006VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Ostfriesland,9,1.Kreisklasse,Ostfrieslandklasse A St. 1,14,49,251,142,VfR Heisfelde,16,fussball.de
0315F1UO3C000005VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Ostfriesland,9,1.Kreisklasse,Ostfrieslandklasse A St. 2,15,53,246,150,SV Leezdorf,18,fussball.de
031CR3JCAK000004VS5489BUVUR5FS5A-G,Niedersachsen,Kreis Peine,9,1.Kreisklasse,1. Kreisklasse · Kreis Peine,14,34,169,95,TSV Wendezelle II,15,fussball.de
031EQH03FG00000AVS5489BTVUS470OH-G,Niedersachsen,Kreis Region Hannover,9,1.Kreisklasse,1. Kreisklasse Region Hannover St.1,14,27,111,72,FC Neuwarmbüchen,10,fussball.de
031EQH03MG00000BVS5489BTVUS470OH-G,Niedersachsen,Kreis Region Hannover,9,1.Kreisklasse,1. Kreisklasse Region Hannover St.2,14,27,145,76,SV Eintracht Suttorf,9,fussball.de
031EQH03RC00000BVS5489BTVUS470OH-G,Niedersachsen,Kreis Region Hannover,9,1.Kreisklasse,1. Kreisklasse Region Hannover St.3,14,27,107,77,SV Arnum II,12,fussball.de
031EQH040O00000BVS5489BTVUS470OH-G,Niedersachsen,Kreis Region Hannover,9,1.Kreisklasse,1. Kreisklasse Region Hannover St.4,13,24,134,71,SV Bosna Sandzak,12,fussball.de
031879K7DS000007VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Rotenburg,9,1.Kreisklasse,1.Kreisklasse Nord · Kreis Rotenburg,14,30,122,88,SG Oste,12,fussball.de
031879K7PK000007VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Rotenburg,9,1.Kreisklasse,1.Kreisklasse Süd · Kreis Rotenburg,14,24,123,68,TV Sottrum II,10,fussball.de
0315EL5C9O000004VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Schaumburg,9,1.Kreisklasse,1.Kreisklasse Schaumburg,16,42,215,118,SG Apelern/Rodenberg,15,fussball.de
031B80U2E4000000VS5489BUVV628VP4-G,Niedersachsen,Kreis Stade,9,1.Kreisklasse,1.Kreisklasse Stade,14,28,147,81,SV Drochtersen/Assel IV,12,fussball.de
0314GQTALC000004VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Vechta,9,1.Kreisklasse,1.Kreisklasse Vechta,14,28,167,83,RW Damme III,15,fussball.de
031E9F0DDG000003VS5489BUVUR5FS5A-G,Niedersachsen,Kreis Verden,9,1.Kreisklasse,1.Kreisklasse Verden,13,21,80,62,TSV Bierden II,9,fussball.de
0316JM94SS00000JVS5489BTVU7GTVLE-G,Rheinland,Kreis Eifel,9,Kreisliga B,Kreisliga B12 · Kreis Eifel,14,27,102,80,FC Metterich,12,fussball.de
0316JM955K00000KVS5489BTVU7GTVLE-G,Rheinland,Kreis Eifel,9,Kreisliga B,Kreisliga B13 · Kreis Eifel,14,27,137,77,SG Eifel Mitte-Lissendorf,12,fussball.de
031626Q95K000004VS5489BTVU7GTVLE-G,Rheinland,Kreis Hunsrück/Mosel,9,Kreisliga B,Kreisliga B8 · Kreis Hunsrück/Mosel,14,30,147,85,TuS Hausen,12,fussball.de
031CFRL5CG000004VS5489BUVUR5FS5A-G,Rheinland,Kreis Hunsrück/Mosel,9,Kreisliga B,Kreisliga B9 · Kreis Hunsrück/Mosel,14,28,136,80,SG Ober Kostenz,12,fussball.de
031DCRLROK000007VS5489BUVUR5FS5A-G,Rheinland,Kreis Koblenz,9,Kreisliga B,Kreisliga B6 · Kreis Koblenz,14,29,149,86,SC Vallendar,12,fussball.de
031C5P8MIS000004VS5489BTVUS470OH-G,Rheinland,Kreis Mosel,9,Kreisliga B,Kreisliga B 14 · Kreis Mosel,14,28,148,80,SV Rot-Weiss Wittlich II,12,fussball.de
031CG29QF0000007VS5489BTVUS470OH-G,Rheinland,Kreis Rhein/Ahr,9,Kreisliga B,Kreisliga B7 · Kreis Rhein/Ahr,14,31,140,89,SG Walporzheim/Bachem,13,fussball.de
031C5RGK04000004VS5489BTVUS470OH-G,Rheinland,Kreis Rhein/Lahn,9,Kreisliga B,Kreisliga B5 · Kreis Rhein/Lahn,14,29,136,81,TuS Nassovia Nassau,13,fussball.de
031C699LLK000008VS5489BTVUS470OH-G,Rheinland,Kreis Trier/Saarburg,9,Kreisliga B,Kreisliga B10 · Kreis Trier/Saarburg,14,27,164,77,FC Könen,12,fussball.de
031C699LG4000000VS5489BTVUS470OH-G,Rheinland,Kreis Trier/Saarburg,9,Kreisliga B,Kreisliga B11 · Kreis Trier/Saarburg,14,28,152,80,FSG Ehrang-Pfalzel,12,fussball.de
031CHGG9DG000004VS5489BTVUS470OH-G,Rheinland,Kreis Westerwald/Sieg,9,Kreisliga B,Kreisliga B1 · Kreis Westerwald/Sieg,14,28,145,83,SG Atzelgift/Nister,12,fussball.de
031CHHSG3C000004VS5489BTVUS470OH-G,Rheinland,Kreis Westerwald/Sieg,9,Kreisliga B,Kreisliga B2 · Kreis Westerwald/Sieg,14,28,140,81,Spfr. Daaden,12,fussball.de
031C7G5COK000008VS5489BUVUR5FS5A-G,Rheinland,Kreis Westerwald/Wied,9,Kreisliga B,Kreisliga B3 · Kreis Westerwald/Wied,14,28,145,79,SG Ellingen II,10,fussball.de
031C7G5CHK000008VS5489BUVUR5FS5A-G,Rheinland,Kreis Westerwald/Wied,9,Kreisliga B,Kreisliga B4 · Kreis Westerwald/Wied,14,28,155,82,SG Haiderbach,9,fussball.de
030UT2M75S000006VS5489BUVVARDA0V-G,Saarland,Bezirk Saarland,9,Bezirksliga,Bezirksliga Blies/Nahe · Bezirk Saarland,16,41,277,123,SV Victoria St. Wendel,15,fussball.de
030VIGRHIS000006VS5489BUVVARDA0V-G,Saarland,Bezirk Saarland,9,Bezirksliga,Bezirksliga Bliestal · Bezirk Saarland,16,35,220,101,TuS Ormesheim,12,fussball.de
030UT2M6UC00000HVS5489BUVVARDA0V-G,Saarland,Bezirk Saarland,9,Bezirksliga,Bezirksliga Ill/Theel · Bezirk Saarland,16,40,184,116,FC Kutzhof 2,12,fussball.de
03108NNUCG000005VS5489BTVT51B5B5-G,Saarland,Bezirk Saarland,9,Bezirksliga,Bezirksliga Köllertal-Warndt · Bezirk Saarland,16,40,232,115,SV Ritterstrasse,15,fussball.de
0310BGUGRC000000VS5489BTVT51B5B5-G,Saarland,Bezirk Saarland,9,Bezirksliga,Bezirksliga Merzig-Wadern · Bezirk Saarland,16,41,185,119,SV Britten-Hausbach,15,fussball.de
030VIGRHDK000006VS5489BUVVARDA0V-G,Saarland,Bezirk Saarland,9,Bezirksliga,Bezirksliga Neunkirchen · Bezirk Saarland,16,40,236,116,SV Niederbexbach,13,fussball.de
03108NNU6C00000FVS5489BTVT51B5B5-G,Saarland,Bezirk Saarland,9,Bezirksliga,Bezirksliga Saarbrücken · Bezirk Saarland,16,40,231,114,SV Schafbrücke,13,fussball.de
