rank,delta,name,tier,league,leaguePos,played,won,drawn,lost,goalsFor,goalsAgainst,goalDiff,points,ppg
492,,VfL Gummersbach,9,Kreisliga B 3 · Kreis Berg,7,1,0,1,0,1,1,0,1,1.0
493,,VfL Meckenheim,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",8,1,0,1,0,1,1,0,1,1.0
494,,Viktoria Kleingladbach,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",10,1,0,1,0,1,1,0,1,1.0
495,,FC Borussia Derschlag II,9,Kreisliga B 3 · Kreis Berg,8,1,0,1,0,0,0,0,1,1.0
496,,SV Morsbach,9,Kreisliga B 3 · Kreis Berg,9,1,0,1,0,0,0,0,1,1.0
497,,SV Sportfreunde Hörn,9,Kreisliga B Staffel 1 · Kreis Aachen,10,2,0,1,1,2,3,-1,1,0.5
498,,FSG Merkstein,9,Kreisliga B Staffel 1 · Kreis Aachen,11,2,0,1,1,3,5,-2,1,0.5
499,,VfJ Laurensberg,9,Kreisliga B Staffel 1 · Kreis Aachen,12,2,0,1,1,1,4,-3,1,0.5
500,,SV Grün-Weiß Karken,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",11,1,1,0,0,6,0,6,0,0.0
501,,Sportfreunde 1919 Düren II,9,Kreisliga B Staffel 2 · Kreis Düren,8,1,1,0,0,5,2,3,0,0.0
502,,1. FC Niederkassel III,9,Kreisliga B Staffel 2 · Kreis Sieg,8,0,0,0,0,0,0,0,0,0.0
503,,BC Oberzier II,9,Kreisliga B Staffel 1 · Kreis Düren,6,0,0,0,0,0,0,0,0,0.0
504,,FC Rhenania Girbelsrath,9,Kreisliga B Staffel 2 · Kreis Düren,9,0,0,0,0,0,0,0,0,0.0
505,,FC Wiedenest-Othetal,9,Kreisliga B 3 · Kreis Berg,10,0,0,0,0,0,0,0,0,0.0
506,,FV Bad Honnef II,9,Kreisliga B Staffel 2 · Kreis Sieg,9,0,0,0,0,0,0,0,0,0.0
507,,Lions Sports-Club Bonn,9,Kreisliga B Gruppe 1 · Kreis Bonn,8,0,0,0,0,0,0,0,0,0.0
508,,RW Röttgen,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",9,0,0,0,0,0,0,0,0,0.0
509,,Ründeroth zg.,9,Kreisliga B 3 · Kreis Berg,11,0,0,0,0,0,0,0,0,0.0
510,,SC Fliesteden II,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,9,0,0,0,0,0,0,0,0,0.0
511,,SC Stetternich,9,Kreisliga B Staffel 1 · Kreis Düren,7,0,0,0,0,0,0,0,0,0.0
512,,SC Widdig 1922 e.V.,9,Kreisliga B Gruppe 1 · Kreis Bonn,9,0,0,0,0,0,0,0,0,0.0
513,,SG Germania Binsfeld 1948 e.V.,9,Kreisliga B Staffel 3 · Kreis Düren,6,0,0,0,0,0,0,0,0,0.0
514,,SG Germania Burgwart,9,Kreisliga B Staffel 3 · Kreis Düren,7,0,0,0,0,0,0,0,0,0.0
515,,SG Nordeifel,9,Kreisliga B Staffel 3 · Kreis Düren,8,0,0,0,0,0,0,0,0,0.0
516,,SG Sportfreunde 69 Marmagen-Nettersheim,9,Kreisliga B 2 · Kreis Euskirchen,7,0,0,0,0,0,0,0,0,0.0
517,,SSC Firmenich,9,Kreisliga B 1 · Kreis Euskirchen,8,0,0,0,0,0,0,0,0,0.0
518,,SV Boluspor Bonn,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",10,0,0,0,0,0,0,0,0,0.0
519,,SV GW Welldorf-Güsten II,9,Kreisliga B Staffel 1 · Kreis Düren,8,0,0,0,0,0,0,0,0,0.0
520,,SV Morschenich,9,Kreisliga B Staffel 2 · Kreis Düren,10,0,0,0,0,0,0,0,0,0.0
521,,SV Vorgebirge II zg.,9,Kreisliga B Gruppe 1 · Kreis Bonn,10,0,0,0,0,0,0,0,0,0.0
522,,Sportfreunde Wüschheim-Büllesheim,9,Kreisliga B 1 · Kreis Euskirchen,9,0,0,0,0,0,0,0,0,0.0
523,,Spvg. Aldenhoven/Pattern zg.,9,Kreisliga B Staffel 1 · Kreis Düren,9,0,0,0,0,0,0,0,0,0.0
524,,TSC Euskirchen,9,Kreisliga B 1 · Kreis Euskirchen,10,0,0,0,0,0,0,0,0,0.0
525,,VTA Bonn,9,Kreisliga B Gruppe 1 · Kreis Bonn,11,0,0,0,0,0,0,0,0,0.0
526,,VfR Bachem II zg.,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,10,0,0,0,0,0,0,0,0,0.0
527,,VfVuJ02 Winden II,9,Kreisliga B Staffel 3 · Kreis Düren,9,0,0,0,0,0,0,0,0,0.0
528,,RW Dünstekoven,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",11,1,0,0,1,5,6,-1,0,0.0
529,,SG Overath-Vilkerath,9,Kreisliga B 2 · Kreis Berg,11,1,0,0,1,5,6,-1,0,0.0
530,,SC Alt.-Ersdorf,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",12,1,0,0,1,4,5,-1,0,0.0
531,,SV Weiden III,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,11,1,0,0,1,4,5,-1,0,0.0
532,,TuS Dom-Esch,9,Kreisliga B 1 · Kreis Euskirchen,11,1,0,0,1,4,5,-1,0,0.0
533,,FC Inde Hahn,9,Kreisliga B Staffel 2 · Kreis Aachen,10,1,0,0,1,3,4,-1,0,0.0
534,,Frielingsdorf II,9,Kreisliga B 2 · Kreis Berg,12,1,0,0,1,3,4,-1,0,0.0
535,,Roland West I,9,Kreisliga B Staffel 2 · Kreis Köln,10,1,0,0,1,3,4,-1,0,0.0
536,,SG Union 94 Würm-Lindern II,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",12,1,0,0,1,3,4,-1,0,0.0
537,,SV Bergisch Gladbach 09 II,9,Kreisliga B 2 · Kreis Berg,13,1,0,0,1,3,4,-1,0,0.0
538,,1.FC Wassenberg-Orsbeck,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",13,1,0,0,1,2,3,-1,0,0.0
539,,BC Stotzheim I,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,11,1,0,0,1,2,3,-1,0,0.0
540,,DJK Südwest III,9,Kreisliga B Staffel 1 · Kreis Köln,10,1,0,0,1,2,3,-1,0,0.0
541,,FC Borussia Hückelhoven,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",14,1,0,0,1,2,3,-1,0,0.0
542,,FC Montania Berg,9,Kreisliga B Staffel 3 · Kreis Düren,10,1,0,0,1,2,3,-1,0,0.0
543,,GW Brauweiler 3 (U23),9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,12,1,0,0,1,2,3,-1,0,0.0
544,,Glückauf Habbelrath-Grefrath,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,13,1,0,0,1,2,3,-1,0,0.0
545,,Wahlscheider SV II,9,Kreisliga B Staffel 3 · Kreis Sieg,9,1,0,0,1,2,3,-1,0,0.0
546,,1. JFC Brüser Berg,9,Kreisliga B Gruppe 1 · Kreis Bonn,12,1,0,0,1,1,2,-1,0,0.0
547,,SG Rodebachtal,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",10,1,0,0,1,1,2,-1,0,0.0
548,,SG Voreifel/Nideggen,9,Kreisliga B Staffel 3 · Kreis Düren,11,1,0,0,1,1,2,-1,0,0.0
549,,SV Beuel 06 II,9,Kreisliga B Gruppe 1 · Kreis Bonn,13,1,0,0,1,1,2,-1,0,0.0
550,,VfR Marienfeld,9,Kreisliga B Staffel 3 · Kreis Sieg,10,1,0,0,1,1,2,-1,0,0.0
551,,Bröltaler SC,9,Kreisliga B Staffel 3 · Kreis Sieg,11,1,0,0,1,0,1,-1,0,0.0
552,,GW Lichtenbusch,9,Kreisliga B Staffel 2 · Kreis Aachen,11,1,0,0,1,0,1,-1,0,0.0
553,,SG Keldenich-Scheven I,9,Kreisliga B 2 · Kreis Euskirchen,8,1,0,0,1,0,1,-1,0,0.0
554,,SSV Kaldauen,9,Kreisliga B Staffel 2 · Kreis Sieg,10,1,0,0,1,0,1,-1,0,0.0
555,,Schwarz-Weiß Köln II,9,Kreisliga B Staffel 1 · Kreis Köln,11,1,0,0,1,0,1,-1,0,0.0
556,,Siegburger TV,9,Kreisliga B Staffel 2 · Kreis Sieg,11,1,0,0,1,0,1,-1,0,0.0
557,,TuS 08 Langerwehe II,9,Kreisliga B Staffel 2 · Kreis Düren,11,1,0,0,1,0,1,-1,0,0.0
558,,Zündorf II,9,Kreisliga B Staffel 2 · Kreis Köln,11,1,0,0,1,0,1,-1,0,0.0
559,,Rath-Heumar I,9,Kreisliga B Staffel 2 · Kreis Köln,12,1,0,0,1,5,7,-2,0,0.0
560,,Bergfried Leverkusen II,9,Kreisliga B Staffel 2 · Kreis Köln,13,1,0,0,1,3,5,-2,0,0.0
561,,FC Emir Sultan Spor,9,Kreisliga B Staffel 1 · Kreis Aachen,13,1,0,0,1,3,5,-2,0,0.0
562,,Rossenbach,9,Kreisliga B 3 · Kreis Berg,12,1,0,0,1,3,5,-2,0,0.0
563,,SC Fortuna Bonn III,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",13,1,0,0,1,3,5,-2,0,0.0
564,,SG Frechen 46 I,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,12,1,0,0,1,3,5,-2,0,0.0
565,,SSV Eintr. Lommersum,9,Kreisliga B 1 · Kreis Euskirchen,12,1,0,0,1,3,5,-2,0,0.0
566,,FC Bergheim 2000,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,13,1,0,0,1,2,4,-2,0,0.0
567,,SV Buchholz 05,9,Kreisliga B Staffel 3 · Kreis Sieg,12,1,0,0,1,2,4,-2,0,0.0
568,,SV Rot-Weiß Kriegsdorf,9,Kreisliga B Staffel 2 · Kreis Sieg,12,1,0,0,1,2,4,-2,0,0.0
569,,Spfr. Ippendorf II,9,Kreisliga B Gruppe 1 · Kreis Bonn,14,1,0,0,1,2,4,-2,0,0.0
570,,Spvg. SW 1896 Düren II,9,Kreisliga B Staffel 2 · Kreis Düren,12,1,0,0,1,2,4,-2,0,0.0
571,,VfL 05 Aachen,9,Kreisliga B Staffel 2 · Kreis Aachen,12,1,0,0,1,2,4,-2,0,0.0
572,,VfR Bachem I,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,14,1,0,0,1,2,4,-2,0,0.0
573,,FC Concordia Oidtweiler II,9,Kreisliga B Staffel 1 · Kreis Aachen,14,1,0,0,1,1,3,-2,0,0.0
574,,FC Flying Albatros I,9,Kreisliga B Staffel 2 · Kreis Sieg,13,1,0,0,1,1,3,-2,0,0.0
575,,Hellas Köln I,9,Kreisliga B Staffel 1 · Kreis Köln,12,1,0,0,1,1,3,-2,0,0.0
576,,Hellas Troisdorf,9,Kreisliga B Staffel 2 · Kreis Sieg,14,1,0,0,1,1,3,-2,0,0.0
577,,SC West II,9,Kreisliga B Staffel 2 · Kreis Köln,14,1,0,0,1,1,3,-2,0,0.0
578,,SSV Plittersdorf,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",14,1,0,0,1,1,3,-2,0,0.0
579,,SV Jülich 1912 e.V.,9,Kreisliga B Staffel 1 · Kreis Düren,10,1,0,0,1,1,3,-2,0,0.0
580,,SV Öttershagen,9,Kreisliga B Staffel 3 · Kreis Sieg,13,1,0,0,1,1,3,-2,0,0.0
581,,TuS Elsenroth,9,Kreisliga B 3 · Kreis Berg,13,1,0,0,1,1,3,-2,0,0.0
582,,VFL Kommern,9,Kreisliga B 2 · Kreis Euskirchen,9,1,0,0,1,1,3,-2,0,0.0
583,,Eintracht Verlautenheide III,9,Kreisliga B Staffel 1 · Kreis Aachen,15,2,0,0,2,1,5,-4,0,0.0
584,,SC Salingia 08 Barmen II,9,Kreisliga B Staffel 1 · Kreis Düren,11,1,0,0,1,0,2,-2,0,0.0
585,,SG Waldfeucht-Bocket-Braunsrath,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",11,1,0,0,1,0,2,-2,0,0.0
586,,SV Leuscheid II,9,Kreisliga B Staffel 3 · Kreis Sieg,14,1,0,0,1,0,2,-2,0,0.0
587,,VfR Venwegen,9,Kreisliga B Staffel 2 · Kreis Aachen,13,1,0,0,1,0,2,-2,0,0.0
588,,FC Viktoria Schlich,9,Kreisliga B Staffel 2 · Kreis Düren,13,1,0,0,1,3,6,-3,0,0.0
589,,1. FC Godesberg,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",15,1,0,0,1,2,5,-3,0,0.0
590,,Borussia Brand,9,Kreisliga B Staffel 2 · Kreis Aachen,14,1,0,0,1,2,5,-3,0,0.0
591,,Brück I,9,Kreisliga B Staffel 2 · Kreis Köln,15,1,0,0,1,2,5,-3,0,0.0
592,,FV Wiehl II,9,Kreisliga B 3 · Kreis Berg,14,1,0,0,1,2,5,-3,0,0.0
593,,SG Türkischer SV Düren II,9,Kreisliga B Staffel 2 · Kreis Düren,14,1,0,0,1,2,5,-3,0,0.0
594,,SSV Körrenzig 1919 e.V.,9,Kreisliga B Staffel 1 · Kreis Düren,12,1,0,0,1,2,5,-3,0,0.0
595,,SpVgg. Jackerath-Opherten,9,Kreisliga B Staffel 1 · Kreis Düren,13,1,0,0,1,2,5,-3,0,0.0
596,,VfL Engelskirchen,9,Kreisliga B 3 · Kreis Berg,15,1,0,0,1,2,5,-3,0,0.0
597,,Bosna I,9,Kreisliga B Staffel 1 · Kreis Köln,13,1,0,0,1,1,4,-3,0,0.0
598,,FC Walheim,9,Kreisliga B Staffel 2 · Kreis Aachen,15,1,0,0,1,1,4,-3,0,0.0
599,,Germania Kirchberg,9,Kreisliga B Staffel 1 · Kreis Düren,14,1,0,0,1,1,4,-3,0,0.0
600,,SG25,9,Kreisliga B 2 · Kreis Euskirchen,10,1,0,0,1,1,4,-3,0,0.0
601,,TuS Buisdorf II,9,Kreisliga B Staffel 2 · Kreis Sieg,15,1,0,0,1,1,4,-3,0,0.0
602,,FC Randerath/Porselen,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",12,1,0,0,1,0,3,-3,0,0.0
603,,FV Bonn-Endenich 1908 II,9,Kreisliga B Gruppe 1 · Kreis Bonn,15,1,0,0,1,0,3,-3,0,0.0
604,,Heiligenhauser SV II,9,Kreisliga B 2 · Kreis Berg,14,1,0,0,1,0,3,-3,0,0.0
605,,SC Volmershoven-Heidgen 2,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",16,1,0,0,1,0,3,-3,0,0.0
606,,Spvg Wesseling-Urfeld,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,15,1,0,0,1,0,3,-3,0,0.0
607,,VfR Hangelar II,9,Kreisliga B Staffel 2 · Kreis Sieg,16,1,0,0,1,0,3,-3,0,0.0
608,,FC Concordia Haaren,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",13,1,0,0,1,1,5,-4,0,0.0
609,,Pulheimer SC 2,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,14,1,0,0,1,1,5,-4,0,0.0
610,,Roland West II,9,Kreisliga B Staffel 1 · Kreis Köln,14,1,0,0,1,1,5,-4,0,0.0
611,,SG Holpe-Wallerhausen,9,Kreisliga B 3 · Kreis Berg,16,1,0,0,1,1,5,-4,0,0.0
612,,SV Birlinghoven,9,Kreisliga B Staffel 3 · Kreis Sieg,15,1,0,0,1,1,5,-4,0,0.0
613,,TuS Herchen 1922,9,Kreisliga B Staffel 3 · Kreis Sieg,16,1,0,0,1,1,5,-4,0,0.0
614,,SG Agathaberg,9,Kreisliga B 2 · Kreis Berg,15,1,0,0,1,0,4,-4,0,0.0
615,,SG Houverath/Mutscheid,9,Kreisliga B 2 · Kreis Euskirchen,11,1,0,0,1,0,4,-4,0,0.0
616,,TuS Germania Hersel,9,Kreisliga B Gruppe 1 · Kreis Bonn,16,1,0,0,1,0,4,-4,0,0.0
617,,Viktoria Doveren e.V.,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",15,1,0,0,1,0,4,-4,0,0.0
618,,Rhenania Würselen/Euchen II,9,Kreisliga B Staffel 1 · Kreis Aachen,16,2,0,0,2,2,11,-9,0,0.0
619,,SV Viktoria Rot Weiß Waldenrath/Straeten II,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",14,1,0,0,1,2,7,-5,0,0.0
620,,TuS Germania Birgel,9,Kreisliga B Staffel 3 · Kreis Düren,12,1,0,0,1,2,7,-5,0,0.0
621,,JVC Columbia 03 Drove,9,Kreisliga B Staffel 3 · Kreis Düren,13,1,0,0,1,1,6,-5,0,0.0
622,,BC 09 Oberbruch II,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",15,1,0,0,1,0,5,-5,0,0.0
623,,SG Oleftal,9,Kreisliga B 2 · Kreis Euskirchen,12,1,0,0,1,0,5,-5,0,0.0
624,,SV Nierfeld II,9,Kreisliga B 2 · Kreis Euskirchen,13,1,0,0,1,0,5,-5,0,0.0
625,,FC GW Etzweiler e.V.,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,15,1,0,0,1,0,6,-6,0,0.0
626,,SV Altenberg II,9,Kreisliga B 2 · Kreis Berg,16,1,0,0,1,0,6,-6,0,0.0
627,,VfR Granterath,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",16,1,0,0,1,0,6,-6,0,0.0
628,,1. FC Quadrath-Ichendorf,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,16,1,0,0,1,1,8,-7,0,0.0
629,,FV Vaalserquartier II,9,Kreisliga B Staffel 2 · Kreis Aachen,16,1,0,0,1,1,8,-7,0,0.0
630,,FC Rheinsüd Köln II,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,16,1,0,0,1,0,8,-8,0,0.0
631,,SG Rotbachtal/Strempt II,9,Kreisliga B 1 · Kreis Euskirchen,13,1,0,0,1,0,9,-9,0,0.0
632,,SG Übach-Boscheln /JFC Alsdorf,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",16,1,0,0,1,2,13,-11,0,0.0
633,,Bürrig II,9,Kreisliga B Staffel 1 · Kreis Köln,15,1,0,0,1,1,12,-11,0,0.0
634,,DSK Köln I,9,Kreisliga B Staffel 1 · Kreis Köln,16,1,0,0,1,0,12,-12,0,0.0
635,,SG Nörvenich-Hochkirchen II,9,Kreisliga B Staffel 3 · Kreis Düren,14,1,0,0,1,0,12,-12,0,0.0
636,,FC Rhenania Lohn,9,Kreisliga B Staffel 1 · Kreis Aachen,17,1,0,0,1,1,19,-18,0,0.0
637,,Flittard II,9,Kreisliga B Staffel 2 · Kreis Köln,16,1,0,0,1,1,4,-3,-3,-3.0
638,,FC Düren 77 e.V. II,10,Kreisliga C Staffel 2 · Kreis Düren,1,1,1,0,0,22,0,22,3,3.0
639,,SV Falke Bergrath II,10,Kreisliga C Staffel 2 · Kreis Aachen,1,1,1,0,0,20,2,18,3,3.0
640,,RSV 1957 Arloff-Kirspenich,10,Kreisliga C 2 · Kreis Euskirchen,1,1,1,0,0,14,0,14,3,3.0
641,,VfVuJ02 Winden III,10,Kreisliga C Staffel 3 · Kreis Düren,1,1,1,0,0,13,1,12,3,3.0
642,,Hambacher Spielverein 2,10,Kreisliga C Staffel 1 · Kreis Düren,1,1,1,0,0,12,2,10,3,3.0
643,,DJK FV Haaren II,10,Kreisliga C Staffel 1 · Kreis Aachen,1,1,1,0,0,10,0,10,3,3.0
644,,Alemannia Mariadorf II,10,Kreisliga C Staffel 2 · Kreis Aachen,2,1,1,0,0,10,1,9,3,3.0
645,,SV Frauenberg 2,10,Kreisliga C 1 · Kreis Euskirchen,1,1,1,0,0,9,0,9,3,3.0
646,,TSV Schönau II,10,Kreisliga C 2 · Kreis Euskirchen,2,1,1,0,0,11,3,8,3,3.0
647,,Spvg Glück-Auf Ofden,10,Kreisliga C Staffel 2 · Kreis Aachen,3,1,1,0,0,9,1,8,3,3.0
648,,Ditib Chorweiler I,10,Kreisliga C Staffel 1 · Kreis Köln,1,1,1,0,0,8,0,8,3,3.0
649,,SC Villip,10,"Kreisliga C, Gruppe 3 · Kreis Bonn",1,1,1,0,0,8,0,8,3,3.0
650,,VTA Bonn II,10,"Kreisliga C, Gruppe 1 · Kreis Bonn",1,1,1,0,0,8,0,8,3,3.0
651,,Rhenania Würselen/Euchen III,10,Kreisliga C Staffel 2 · Kreis Aachen,4,1,1,0,0,7,0,7,3,3.0
652,,TV Rott,10,Kreisliga C Staffel 5 · Kreis Sieg,4,1,1,0,0,7,0,7,3,3.0
653,,Dieringhausen,10,Kreisliga C 5 · Kreis Berg,1,1,1,0,0,7,1,6,3,3.0
654,,1. FC Niederkassel IV,10,Kreisliga C Staffel 4 · Kreis Sieg,1,2,2,0,0,12,0,12,6,3.0
655,,SC 1920 Myhl,10,"Kreisliga C,  Staffel 2 · Kreis Heinsberg",1,1,1,0,0,6,0,6,3,3.0
656,,TuS 09 Rot-Weiß Frelenberg,10,"Kreisliga C,  Staffel 3 · Kreis Heinsberg",1,1,1,0,0,6,0,6,3,3.0
657,,SV Bergheim II,10,Kreisliga C Staffel 4 · Kreis Sieg,2,2,2,0,0,13,2,11,6,3.0
658,,TuS Altenrath I,10,Kreisliga C Staffel 5 · Kreis Sieg,1,2,2,0,0,11,0,11,6,3.0
659,,SV Refrath/Frankenforst II,10,Kreisliga C 4 · Kreis Berg,1,1,1,0,0,9,4,5,3,3.0
660,,Fühlingen I,10,Kreisliga C Staffel 1 · Kreis Köln,2,1,1,0,0,7,2,5,3,3.0
661,,Roland West III,10,Kreisliga C Staffel 1 · Kreis Köln,3,1,1,0,0,6,1,5,3,3.0
662,,SV 09 Eitorf,10,Kreisliga C Staffel 6 · Kreis Sieg,1,2,2,0,0,12,2,10,6,3.0
663,,SV GW Mühleip,10,Kreisliga C Staffel 6 · Kreis Sieg,6,1,1,0,0,6,1,5,3,3.0
664,,SV Rheidt 2,10,Kreisliga C Staffel 4 · Kreis Rhein-Erft,1,1,1,0,0,6,1,5,3,3.0
665,,VfR Linden-Neusen II,10,Kreisliga C Staffel 1 · Kreis Aachen,2,1,1,0,0,6,1,5,3,3.0
666,,"""Grün-Weiss"" Sparta Gerderath",10,"Kreisliga C,  Staffel 1 · Kreis Heinsberg",1,1,1,0,0,5,0,5,3,3.0
667,,SG Dahlem-Schmidtheim II,10,Kreisliga C 2 · Kreis Euskirchen,3,1,1,0,0,5,0,5,3,3.0
668,,VfJ Laurensberg II,10,Kreisliga C Staffel 1 · Kreis Aachen,3,1,1,0,0,5,0,5,3,3.0
669,,FC Sankt Augustin I,10,Kreisliga C Staffel 5 · Kreis Sieg,5,1,1,0,0,7,3,4,3,3.0
670,,SC Alemannia Lendersdorf III,10,Kreisliga C Staffel 2 · Kreis Düren,2,1,1,0,0,7,3,4,3,3.0
671,,JVC Columbia 03 Drove II,10,Kreisliga C Staffel 2 · Kreis Düren,3,1,1,0,0,6,2,4,3,3.0
672,,Schwarz-Rot Aachen,10,Kreisliga C Staffel 1 · Kreis Aachen,4,1,1,0,0,6,2,4,3,3.0
673,,TuS Chlodwig Zülpich 3,10,Kreisliga C 1 · Kreis Euskirchen,2,1,1,0,0,6,2,4,3,3.0
674,,Club Galicia Bonn,10,"Kreisliga C, Gruppe 2 · Kreis Bonn",1,1,1,0,0,5,1,4,3,3.0
675,,Hitdorf I,10,Kreisliga C Staffel 3 · Kreis Köln,1,1,1,0,0,5,1,4,3,3.0
676,,Rheindörfer Nord II,10,Kreisliga C Staffel 1 · Kreis Köln,4,1,1,0,0,5,1,4,3,3.0
677,,SG Voreifel/Nideggen II,10,Kreisliga C Staffel 3 · Kreis Düren,2,1,1,0,0,5,1,4,3,3.0
678,,VFL Nieder.-Mülh.-Wichter,10,Kreisliga C 1 · Kreis Euskirchen,3,1,1,0,0,5,1,4,3,3.0
679,,VfL Sindorf II,10,Kreisliga C Staffel 4 · Kreis Rhein-Erft,2,1,1,0,0,5,1,4,3,3.0
680,,FC Flerzheim,10,"Kreisliga C, Gruppe 3 · Kreis Bonn",2,1,1,0,0,4,0,4,3,3.0
681,,SC Villip 2,10,"Kreisliga C, Gruppe 1 · Kreis Bonn",2,1,1,0,0,4,0,4,3,3.0
682,,SG Stockheim - Rommelsheim,10,Kreisliga C Staffel 2 · Kreis Düren,4,1,1,0,0,4,0,4,3,3.0
683,,SSV Plittersdorf 2,10,"Kreisliga C, Gruppe 2 · Kreis Bonn",2,1,1,0,0,4,0,4,3,3.0
684,,SV Lövenich/Widdersdorf U23,10,Kreisliga C Staffel 5 · Kreis Rhein-Erft,1,1,1,0,0,4,0,4,3,3.0
685,,Viktoria Thorr,10,Kreisliga C Staffel 4 · Kreis Rhein-Erft,3,1,1,0,0,4,0,4,3,3.0
686,,SV Menden II,10,Kreisliga C Staffel 5 · Kreis Sieg,2,2,2,0,0,9,2,7,6,3.0
687,,TSV Germania Windeck,10,Kreisliga C Staffel 6 · Kreis Sieg,2,2,2,0,0,7,0,7,6,3.0
688,,TuRa Oberdrees 2,10,"Kreisliga C, Gruppe 3 · Kreis Bonn",3,1,1,0,0,8,5,3,3,3.0
689,,Heiligenhauser SV III,10,Kreisliga C 5 · Kreis Berg,2,1,1,0,0,6,3,3,3,3.0
690,,SF Asbachtal,10,Kreisliga C 6 · Kreis Berg,1,1,1,0,0,5,2,3,3,3.0
691,,SSV Kaldauen U23,10,Kreisliga C Staffel 5 · Kreis Sieg,3,2,2,0,0,10,4,6,6,3.0
692,,SSV Walberberg II,10,"Kreisliga C, Gruppe 1 · Kreis Bonn",3,1,1,0,0,5,2,3,3,3.0
693,,TuS 08 Jüngersdorf-St. I,10,Kreisliga C Staffel 2 · Kreis Düren,5,1,1,0,0,5,2,3,3,3.0
694,,VfB Kreuzberg,10,Kreisliga C 5 · Kreis Berg,3,1,1,0,0,5,2,3,3,3.0
695,,Ford Niehl II,10,Kreisliga C Staffel 1 · Kreis Köln,5,1,1,0,0,4,1,3,3,3.0
696,,Gencler Birligi Bergisch Gladbach,10,Kreisliga C 4 · Kreis Berg,2,1,1,0,0,4,1,3,3,3.0
697,,JSV Köln 96 II,10,Kreisliga C Staffel 2 · Kreis Köln,1,1,1,0,0,4,1,3,3,3.0
698,,Lindenthal-Hohenlind IV,10,Kreisliga C Staffel 2 · Kreis Köln,2,1,1,0,0,4,1,3,3,3.0
699,,SSV Wildbergerhütte-Odenspiel II,10,Kreisliga C 6 · Kreis Berg,2,1,1,0,0,4,1,3,3,3.0
700,,SV Breinig Breinigerberg III,10,Kreisliga C Staffel 3 · Kreis Aachen,1,1,1,0,0,4,1,3,3,3.0
701,,SV Concordia Weyer,10,Kreisliga C 2 · Kreis Euskirchen,4,1,1,0,0,4,1,3,3,3.0
702,,Sportfreunde Uevekoven III,10,"Kreisliga C,  Staffel 1 · Kreis Heinsberg",2,1,1,0,0,4,1,3,3,3.0
703,,TuS Mechernich 3,10,Kreisliga C 2 · Kreis Euskirchen,5,1,1,0,0,4,1,3,3,3.0
704,,VfR Marienhagen II,10,Kreisliga C 6 · Kreis Berg,3,1,1,0,0,4,1,3,3,3.0
705,,Germania Impekoven 1,10,"Kreisliga C, Gruppe 2 · Kreis Bonn",3,1,1,0,0,3,0,3,3,3.0
706,,Rondorf II,10,Kreisliga C Staffel 2 · Kreis Köln,3,1,1,0,0,3,0,3,3,3.0
707,,SV Immerath,10,"Kreisliga C,  Staffel 1 · Kreis Heinsberg",3,1,1,0,0,3,0,3,3,3.0
708,,TV Herkenrath 09 e.V.,10,Kreisliga C 4 · Kreis Berg,3,1,1,0,0,3,0,3,3,3.0
709,,FC Kosova e.V. II,10,Kreisliga C Staffel 4 · Kreis Sieg,3,2,2,0,0,8,3,5,6,3.0
