rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
1479,Preetzer TSV III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Plön,12987,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1480,Pulheimer SC III,HK Köln-Rheinberg,HK Köln-Rheinberg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Männer,12894,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1481,ROßWEINER SV II,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer Ost,13100,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1482,RSV Altenbögge-Bönen 1951 e.V. 3. Herren,Handballkreis Hellweg,Handballkreis Hellweg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse HKH,12715,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1483,Radebeuler HV III,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 2,13107,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1484,Remscheider TV,Bergischer HK,Bergischer HK,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer BHK,14417,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1485,Rheydter TV 1847,HK Krefeld-Grenzland,HK Krefeld-Grenzland,10,Bezirksklasse / Kreisklasse / Regionsklasse,BK Männer,15676,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1486,Rossweiner SV,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer Ost,13100,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1487,Rot-Weiß Sagar e.V. II,HR Ostsachsen,HR Ostsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Freizeitklasse Staffel B,15188,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1488,Roter Stern Leipzig II,HR Leipzig,HR Leipzig,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer,13118,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1489,S.V. Schwarz-Weiss Havixbeck 2,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1490,SC Arminia Ochtrup II,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1491,SC Bottrop III,HK Rhein-Ruhr,HK Rhein-Ruhr,10,Bezirksklasse / Kreisklasse / Regionsklasse,REGIONSKLASSE MÄNNER,13019,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1492,SC Huckarde-Rahm 2,Handballkreis Dortmund,Handballkreis Dortmund,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKDO-1. KK-M,12784,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1493,SC Krefeld 05,HK Krefeld-Grenzland,HK Krefeld-Grenzland,10,Bezirksklasse / Kreisklasse / Regionsklasse,BK Männer,15676,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1494,SC Lippstadt,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Männer 1. Kreisklasse,12686,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1495,SC Rot-Weiss Oberhausen E.V. II,HK Rhein-Ruhr,HK Rhein-Ruhr,10,Bezirksklasse / Kreisklasse / Regionsklasse,REGIONSKLASSE MÄNNER,13019,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1496,SC Unterbach 1m,HK Düsseldorf,HK Düsseldorf,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer (HK Düsseldorf),15941,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1497,SC Waldniel,HK Krefeld-Grenzland,HK Krefeld-Grenzland,10,Bezirksklasse / Kreisklasse / Regionsklasse,BK Männer,15676,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1498,SC kieler Förde 3. Männer,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Kiel/RD,12988,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1499,SF 01 Dresden II,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 2,13107,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1500,SF Rilchingen-Hanweiler,Handballverband SAAR,Handballverband SAAR,10,Bezirksklasse / Kreisklasse / Regionsklasse,A-Liga Männer Staffel West,14385,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1501,SG 1899 Striegistal,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer Ost,13100,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1502,SG Bordesholm/Brügge III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Plön,12987,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1503,SG Bünde-Dünne III,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse,13293,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1504,SG DJK Altendorf 09/SC Phönix Essen 1920 III,HK Essen,HK Essen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Essen Männer,16888,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1505,SG Dippoldiswalde-Ruppendorf II,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 2,13107,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1506,SG Flensburg-Handewitt III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord B,12986,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1507,SG Gescher/Legden,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1508,SG Glinde/Reinbek II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer LauSto,12990,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1509,SG Handball Detmold 3,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,15837,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1510,SG Handball Ibbenbüren III,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1511,SG Handball Kamen III,Handballkreis Hellweg,Handballkreis Hellweg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse HKH,12715,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1512,SG Handball Oberland,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer West,13099,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1513,SG Handball Steinfurt II,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1514,SG Harburg IV,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Gruppe 2 (152),13446,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1515,SG Hüls-Scherlebeck III,Handballkreis Industrie,Handballkreis Industrie,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKI-M-1. Kreisklasse,13048,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1516,SG Klotzsche II,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 1,13106,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1517,SG Kurort Hartha II,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 1,13106,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1518,SG Kurort Hartha III,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 2,13107,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1519,SG LVB IV,HR Leipzig,HR Leipzig,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer,13118,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1520,SG LiDa 2.Männer,Handballkreis Industrie,Handballkreis Industrie,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKI-M-1. Kreisklasse,13048,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1521,SG Ltv/Ntv,HK Köln-Rheinberg,HK Köln-Rheinberg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Männer,12894,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1522,SG Motor Gohlis-Nord Leipzig III,HR Leipzig,HR Leipzig,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer,13118,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1523,SG Oeversee-Jarplund-Weding III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord B,12986,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1524,SG Osdorf/Lurup II,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Gruppe 1 (151),13445,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1525,SG Sohland/Friedersdorf II,HR Ostsachsen,HR Ostsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Freizeitklasse Staffel A,13113,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1526,SG TURA Halden-Herbeck 4,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,10,Bezirksklasse / Kreisklasse / Regionsklasse,MÄNNER KREISklasse HKHR,13009,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1527,SG Zschopautal II,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer Ost,13100,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1528,SG Zweibrücken 3,Handballverband SAAR,Handballverband SAAR,10,Bezirksklasse / Kreisklasse / Regionsklasse,A-Liga Männer Staffel Ost,14384,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1529,SGH Unna Massen 3,Handballkreis Hellweg,Handballkreis Hellweg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse HKH,12715,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1530,SGS Augustdorf-Hövelhof 2,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,15837,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1531,SPVG Steinhagen II,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Männer 1. Kreisklasse,12686,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1532,SSG Wuppertal/Hsv Wuppertal III,HK Essen,HK Essen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Wuppertal Männer,16080,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1533,SSK Kerpen II,HK Köln-Rheinberg,HK Köln-Rheinberg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Männer,12894,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1534,SSV Lommatzsch II,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 1,13106,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1535,SSV Stahl Rietschen e.V. III,HR Ostsachsen,HR Ostsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Freizeitklasse Staffel B,15188,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1536,SUS Essen-Haarzopf 2.M,HK Essen,HK Essen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Essen Männer,16888,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1537,SV 04 Plauen-O. IV,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer West,13099,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1538,SV Friedrichsfeld II,HK Wesel,HK Wesel,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Männer · HK Wesel,13067,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1539,SV Heissen III,HK Rhein-Ruhr,HK Rhein-Ruhr,10,Bezirksklasse / Kreisklasse / Regionsklasse,REGIONSKLASSE MÄNNER,13019,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1540,SV Lok Schleife e.V. II,HR Ostsachsen,HR Ostsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Freizeitklasse Staffel B,15188,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1541,SV Niederau III,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 1,13106,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1542,SV Rähnitz,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 1,13106,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1543,SV Rähnitz II,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 2,13107,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1544,SV Teutonia Riemke 3.Herren,Handballkreis Industrie,Handballkreis Industrie,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKI-M-1. Kreisklasse,13048,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1545,SV Vorwärts Gronau 09,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1546,SV Wipperfürth,Bergischer HK,Bergischer HK,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer BHK,14417,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1547,Sachsen 90 Werdau II,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer West,13099,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1548,Schönheider Handballer,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer West,13099,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1549,Soester TV VON 1862 E.V. III,Handballkreis Hellweg,Handballkreis Hellweg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse HKH,12715,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1550,Solinger TB III,Bergischer HK,Bergischer HK,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer BHK,14417,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1551,Sparta Münster III,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1552,Sportverein Hamborn 1890 Handball E.V. II,HK Rhein-Ruhr,HK Rhein-Ruhr,10,Bezirksklasse / Kreisklasse / Regionsklasse,REGIONSKLASSE MÄNNER,13019,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1553,Spvg. Versmold II,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Männer 1. Kreisklasse,12686,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1554,Stolberger SV III,HK Aachen-Düren,HK Aachen-Düren,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse,14820,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1555,SuS Neuenkirchen 09 II,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1556,Suchsdorfer SV II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Kiel/RD,12988,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1557,TB Beckhausen 1928 E.V.,Handballkreis Industrie,Handballkreis Industrie,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKI-M-1. Kreisklasse,13048,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1558,TBSV Neugersdorf 1990 E.V. III,HR Ostsachsen,HR Ostsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Freizeitklasse Staffel A,13113,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1559,TEAM Cdg/Dav Wuppertal,HK Essen,HK Essen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Wuppertal Männer,16080,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1560,TG Herford II,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse,13293,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1561,TG Schildesche,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse,13293,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1562,TH Eilbeck VII,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Gruppe 2 (152),13446,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1563,TSC Wellingsbüttel III,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Gruppe 1 (151),13445,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1564,TSG Harsewinkel III,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Männer 1. Kreisklasse,12686,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1565,TSG Hohenhausen,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,15837,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1566,TSG Kirchhellen III,HK Rhein-Ruhr,HK Rhein-Ruhr,10,Bezirksklasse / Kreisklasse / Regionsklasse,REGIONSKLASSE MÄNNER,13019,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1567,TSG Mz-Bretzenheim 4,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 1,12582,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1568,TSG Rheda,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Männer 1. Kreisklasse,12686,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1569,TSG Schüren 2,Handballkreis Dortmund,Handballkreis Dortmund,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKDO-1. KK-M,12784,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1570,TSV Aufderhöhe III,Bergischer HK,Bergischer HK,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer BHK,14417,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1571,TSV Bargteheide II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer LauSto,12990,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1572,TSV Bocholt II,HK Wesel,HK Wesel,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Männer · HK Wesel,13067,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1573,TSV Bocholt III,HK Wesel,HK Wesel,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Männer · HK Wesel,13067,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1574,TSV Bösingfeld 2,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,15837,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1575,TSV Bösingfeld 3,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,15837,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1576,TSV EINHEIT CLAUßNITZ 1864 E.V.,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer Ost,13100,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1577,TSV Eller 04 1m,HK Düsseldorf,HK Düsseldorf,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer (HK Düsseldorf),15941,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1578,TSV Ellerbek V,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Gruppe 1 (151),13445,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1579,TSV GWD Minden 3,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKML Männer Kreisklasse Staffel 2,14377,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1580,TSV Gross Grönau II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Ostsee,12989,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1581,TSV Hahlen 3,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKML Männer Kreisklasse Staffel 2,14377,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1582,TSV Hillentrup 2,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,15837,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1583,TSV Hochdahl 64 1m,HK Düsseldorf,HK Düsseldorf,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer (HK Düsseldorf),15941,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1584,TSV Hohenhorst,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Gruppe 2 (152),13446,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1585,TSV Mildstedt III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord A,12985,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1586,TSV NORD Harrislee,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord B,12986,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1587,TSV Nord Harrislee II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord A,12985,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1588,TSV Oelsnitz II,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer West,13099,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1589,TSV Oerlinghausen II,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse,13293,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1590,TSV Penig,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer Ost,13100,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1591,TSV Schloss Neuhaus 3,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,15837,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1592,TSV Schott/Mainz,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 1,12582,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1593,TSV Sielbeck,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Plön,12987,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1594,TSV Stellingen 88,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Gruppe 1 (151),13445,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1595,TSV Travemünde II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Ostsee,12989,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
